abciximab;acyclovir;alteplase;amiodarone;amlodipine;amoxicillin;ampicillin;angiotensin II;argatroban;aspirin;atorvastatin;atracurium;azithromycin;bisacodyl;bivalirudin;bumetanide;captopril;carvedilol;cefazolin;cefepime;ceftazidime;ceftriaxone;ciprofloxacin;cisatracurium;clindamycin;clonazepam;clonidine;desmopressin;dexamethasone;dexmedetomidine;diltiazem;diphenhydramine;dobutamine;dopamine;enoximone;epinephrine;epoprostenol;eptifibatide;erythromycin;esmolol;felodipine;fentanyl;fluconazole;flumazenil;furosemide;gentamicin;glycopyrronium;haloperidol;heparin;hydrocodone;hydromorphone;hypromellose;ketamine;ketorolac;lansoprazole;lepirudin;levetiracetam;levofloxacin;lidocaine;linezolid;lorazepam;meropenem;methadone;methylprednisolone;metoclopramide;metronidazole;micafungin;midazolam;milrinone;mirtazapine;morphine;neostigmine;nesiritide;nicardipine;nimodipine;nitroglycerin;nitroprusside;norepinephrine;octreotide;pancuronium;pentobarbital;phenylephrine;phenytoin;piperacillin;procainamide;propofol;ranitidine;rocuronium;simvastatin;spironolactone;succinylcholine;sufentanil;sulfamethoxazole;thiopental;tirofiban;tramadol;tranexamic acid;treprostinil;triamterene;vancomycin;vasopressin (USP);vecuronium;warfarin;xylometazoline
;;;;Amlodipin Winthrop;Amoxypen;;;;Extra Strength Aspirin Backache;;;;;;;;;;;;;;;;;;;;;;Tact Cream;;;;;;;;;;;;;;;;;;;;;;;;;;;Anestafoam;;;;;;;;;;;;;;;;;;;;;;;Advil Sinus Congestion and Pain;;;;;;;;;;;;;;TRASPEN;;;;;;;;
;;;;Amlodipin [Besilat] Abz;Amoxclav Hexal;;;;Dry Socket Paste;;;;;;;;;;;;;;;;;;;;;;Robitussin Night Time Cough and Cold;;;;;;;;;;;;;;;;;;;;;;;;;;;Scar Zone Burn Relief;;;;;;;;;;;;;;;;;;;;;;;Ertongkedalin;;;;;;;;;;;;;;TRAVIT SEMI;;;;;;;;
;;;;Caramlo;Amoxi Abz;;;;Equate;;;;;;;;;;;;;;;;;;;;;;Dytan-D Chewable;;;;;;;;;;;;;;;;;;;;;;;;;;;Numb Nuts;;;;;;;;;;;;;;;;;;;;;;;Erkean;;;;;;;;;;;;;;TRIMACET SEMI;;;;;;;;
;;;;Ramipril Hexal;Amoxi Basan;;;;Extra Strength Muscle & Back Pain Asa Methocarbamol & Acetylsalicylic Acid;;;;;;;;;;;;;;;;;;;;;;After Bite Plus;;;;;;;;;;;;;;;;;;;;;;;;;;;Burn Jel Plus;;;;;;;;;;;;;;;;;;;;;;;Kedalin;;;;;;;;;;;;;;UPTRACET;;;;;;;;
;;;;Triveram;Amoxi Clavulan Al;;;;Euro Asa;;;;;;;;;;;;;;;;;;;;;;Vetadryl;;;;;;;;;;;;;;;;;;;;;;;;;;;Strepsils Pain Relief;;;;;;;;;;;;;;;;;;;;;;;Sudafed Sinus Pain Relief;;;;;;;;;;;;;;UTREN SEMI;;;;;;;;
;;;;Stapressial;Amoxi Diol;;;;Euro-Asa Ec;;;;;;;;;;;;;;;;;;;;;;Ivarest Maximum Strength;;;;;;;;;;;;;;;;;;;;;;;;;;;Depo-Medrone with Lidocaine;;;;;;;;;;;;;;;;;;;;;;;Phenylephrine Thea;;;;;;;;;;;;;;YUNGTRACET SEMI;;;;;;;;
;;;;Tonotec;Amoxi Hefa;;;;Daily Low Dose Asa;;;;;;;;;;;;;;;;;;;;;;Mucinex Sinus-Max Night;;;;;;;;;;;;;;;;;;;;;;;;;;;Fortacin;;;;;;;;;;;;;;;;;;;;;;;Notuss PE;;;;;;;;;;;;;;ARAPHEN-SEMI;;;;;;;;
;;;;Accel-Amlodipine;Amoxi Hp;;;;Midol;;;;;;;;;;;;;;;;;;;;;;Wal-Sleep Z;;;;;;;;;;;;;;;;;;;;;;;;;;;Strepsils Pain Relief Plus;;;;;;;;;;;;;;;;;;;;;;;Phendal-HD;;;;;;;;;;;;;;ATNOLCET SEMI;;;;;;;;
;;;;Act Amlodipine;Amoxi Infant;;;;Neo Tigol;;;;;;;;;;;;;;;;;;;;;;Difenacol;;;;;;;;;;;;;;;;;;;;;;;;;;;Aknebersol;;;;;;;;;;;;;;;;;;;;;;;Rutuss with Hydrocodone;;;;;;;;;;;;;;DIWAREN;;;;;;;;
;;;;Ag-Amlodipine;Amoxi Lichtenstein;;;;Nezger;;;;;;;;;;;;;;;;;;;;;;Paedamin Children's Antihistamine;;;;;;;;;;;;;;;;;;;;;;;;;;;Anaesthecomp;;;;;;;;;;;;;;;;;;;;;;;Tuss-PD;;;;;;;;;;;;;;DOLMA;;;;;;;;
;;;;Amlodipine-Odan;Amoxi Puren Hp;;;;Madelon;;;;;;;;;;;;;;;;;;;;;;Paedamin Children'S Decongestant And Antihistamine;;;;;;;;;;;;;;;;;;;;;;;;;;;Anaesthesin;;;;;;;;;;;;;;;;;;;;;;;Lusair;;;;;;;;;;;;;;DURACET SEMI;;;;;;;;
;;;;Apo-Amlodipine;Amoxi Sanorania;;;;Muscle & Back Pain Asa Methocarbamol & Acetylsalicylic Acid;;;;;;;;;;;;;;;;;;;;;;Sleep Aid;;;;;;;;;;;;;;;;;;;;;;;;;;;Antiproktan;;;;;;;;;;;;;;;;;;;;;;;Robitussin Children's Cough & Cold CF;;;;;;;;;;;;;;HISET SEMI;;;;;;;;
;;;;Gd-Amlodipine/Atorvastatin;Aloxyn;;;;Muscle & Back Pain Relief;;;;;;;;;;;;;;;;;;;;;;Snuzaid;;;;;;;;;;;;;;;;;;;;;;;;;;;Ambene;;;;;;;;;;;;;;;;;;;;;;;Ru Hist D;;;;;;;;;;;;;;HYPERCET;;;;;;;;
;;;;Dom-Amlodipine;Byk Amoxicillin;;;;Muscle Relaxant And Analgesic;;;;;;;;;;;;;;;;;;;;;;Allegra Cooling Relief Anti-Itch;;;;;;;;;;;;;;;;;;;;;;;;;;;Asthmalyticum;;;;;;;;;;;;;;;;;;;;;;;Blanex-A;;;;;;;;;;;;;;ACEDOL SEMI;;;;;;;;
;;;;Manda-Amlodipine;Cillimox;;;;Muscle Relaxant And Back Pain Relief Regular Strength;;;;;;;;;;;;;;;;;;;;;;Delsym Children's Nighttime Cough and Cold Reformulated Apr 2013;;;;;;;;;;;;;;;;;;;;;;;;;;;Aristasept;;;;;;;;;;;;;;;;;;;;;;;Tylenol Children's Plus Cold & Cough;;;;;;;;;;;;;;A-TRA;;;;;;;;
;;;;Jamp-Amlodipine;Co Amoxiclav Bluefish;;;;Instantine;;;;;;;;;;;;;;;;;;;;;;Mucinex Fast-Max Night Time Cold and Flu;;;;;;;;;;;;;;;;;;;;;;;;;;;Batrax;;;;;;;;;;;;;;;;;;;;;;;Pyrichlor;;;;;;;;;;;;;;BEARCET;;;;;;;;
;;;;Ratio-Amlodipine;Easymox;;;;Jamp-Asa Ec;;;;;;;;;;;;;;;;;;;;;;Abopretten;;;;;;;;;;;;;;;;;;;;;;;;;;;Bipensaar;;;;;;;;;;;;;;;;;;;;;;;Trexbrom;;;;;;;;;;;;;;CETAMADOLE SEMI;;;;;;;;
;;;;Q-Amlodipine;Espa Moxin;;;;London Drugs Coated Daily Low-Dose Asa;;;;;;;;;;;;;;;;;;;;;;Bur-Dorm;;;;;;;;;;;;;;;;;;;;;;;;;;;Corti Attritin;;;;;;;;;;;;;;;;;;;;;;;Trital;;;;;;;;;;;;;;CLTRA;;;;;;;;
;;;;Pms-Amlodipine;Helicomp;;;;Herbopyrine;;;;;;;;;;;;;;;;;;;;;;Diphenhydramin-Hevert;;;;;;;;;;;;;;;;;;;;;;;;;;;Dexamonozon;;;;;;;;;;;;;;;;;;;;;;;Tusscough DHC;;;;;;;;;;;;;;FINEMI;;;;;;;;
;;;;Pms-Amlodipine-Atorvastatin;Infectomycin;;;;Praxis Asa Ec Daily Low Dose;;;;;;;;;;;;;;;;;;;;;;Dr. Niederstadts Schlaf-Tabletten;;;;;;;;;;;;;;;;;;;;;;;;;;;Delta Demoplas;;;;;;;;;;;;;;;;;;;;;;;D-Tab;;;;;;;;;;;;;;HIGH-CONTI;;;;;;;;
;;;;Van-Amlodipine;Infectoramox;;;;Rivacodan;;;;;;;;;;;;;;;;;;;;;;Dorm;;;;;;;;;;;;;;;;;;;;;;;;;;;Demoplas;;;;;;;;;;;;;;;;;;;;;;;Poly Tussin EX;;;;;;;;;;;;;;HYCEPHEN;;;;;;;;
;;;;Camlostar;Jutamox;;;;Rivasa;;;;;;;;;;;;;;;;;;;;;;Dormiagil;;;;;;;;;;;;;;;;;;;;;;;;;;;Dexa Brachialin;;;;;;;;;;;;;;;;;;;;;;;Rescon-MX Reformulated Jan 2010;;;;;;;;;;;;;;HYPERCET SEMI;;;;;;;;
;;;;Appunto;Jephoxin;;;;Rivasa Fc;;;;;;;;;;;;;;;;;;;;;;Cc-Nox;;;;;;;;;;;;;;;;;;;;;;;;;;;Dexa Clinit;;;;;;;;;;;;;;;;;;;;;;;Contac Cold and Flu Non Drowsy Maximum Strength;;;;;;;;;;;;;;PAINLESS SEMI;;;;;;;;
;;;;Olmeamlo Hct;Pantopac;;;;Pms-Pharnal;;;;;;;;;;;;;;;;;;;;;;Lupovalin;;;;;;;;;;;;;;;;;;;;;;;;;;;Dexa Norgesic;;;;;;;;;;;;;;;;;;;;;;;Rescon Jr Reformulated Feb 2010;;;;;;;;;;;;;;SUPERCET;;;;;;;;
;;;;Besidep;Ospamox;;;;Pms-Pharnal-C;;;;;;;;;;;;;;;;;;;;;;Leodorm;;;;;;;;;;;;;;;;;;;;;;;;;;;Dexa Phlogont;;;;;;;;;;;;;;;;;;;;;;;Congespirin;;;;;;;;;;;;;;SYNERJET;;;;;;;;
;;;;Camdis;Sigamopen;;;;Pro-Aas;;;;;;;;;;;;;;;;;;;;;;Schlaf Tabletten Sisadorm;;;;;;;;;;;;;;;;;;;;;;;;;;;Depotpen;;;;;;;;;;;;;;;;;;;;;;;Cyntex;;;;;;;;;;;;;;TAMITRA SEMI;;;;;;;;
;;;;Amlocor;Silamox;;;;Ratio-Tecnal;;;;;;;;;;;;;;;;;;;;;;S 8;;;;;;;;;;;;;;;;;;;;;;;;;;;Dolo Tendin;;;;;;;;;;;;;;;;;;;;;;;TL-Hist DM;;;;;;;;;;;;;;TARAMADOL;;;;;;;;
;;;;Amlodipin AB;Ulcolind;;;;Phenaphen No 2;;;;;;;;;;;;;;;;;;;;;;Reisegold;;;;;;;;;;;;;;;;;;;;;;;;;;;Farcosedan;;;;;;;;;;;;;;;;;;;;;;;V-Cof;;;;;;;;;;;;;;LANOPHEN SEMI;;;;;;;;
;;;;Olmesartan / Amlodipine / HCTZ Krka;Uro Clamox;;;;Phl-Asa;;;;;;;;;;;;;;;;;;;;;;Tuttozem N;;;;;;;;;;;;;;;;;;;;;;;;;;;Haemo;;;;;;;;;;;;;;;;;;;;;;;Childrens Tylenol Plus Cold & Allergy;;;;;;;;;;;;;;MARITROL;;;;;;;;
;;;;Olmesartan / Amlodipine / HCT EG;Zamocillin;;;;Pain Aid;;;;;;;;;;;;;;;;;;;;;;Urbadorm;;;;;;;;;;;;;;;;;;;;;;;;;;;Glutisal;;;;;;;;;;;;;;;;;;;;;;;Pyril D;;;;;;;;;;;;;;PARAMACET;;;;;;;;
;;;;Perindopril / Amlodipine Krka;Amoxi-tabs;;;;Pal-Pravastatin-Asa;;;;;;;;;;;;;;;;;;;;;;Sodormwell;;;;;;;;;;;;;;;;;;;;;;;;;;;Irgapyrin;;;;;;;;;;;;;;;;;;;;;;;Giltuss Ped-C;;;;;;;;;;;;;;RAPICET;;;;;;;;
;;;;Coramlo;BICRA DUO;;;;Percodan-Dem;;;;;;;;;;;;;;;;;;;;;;Allergy Dye-Free;;;;;;;;;;;;;;;;;;;;;;;;;;;Insekten;;;;;;;;;;;;;;;;;;;;;;;Linhist LA;;;;;;;;;;;;;;SYNERJET SEMI;;;;;;;;
;;;;Consensi;AMOREX NEO;;;;Trianal;;;;;;;;;;;;;;;;;;;;;;Allergy, Sinus And Headache Relief Medication;;;;;;;;;;;;;;;;;;;;;;;;;;;Kamistad;;;;;;;;;;;;;;;;;;;;;;;Delsym Children's Nighttime Cough and Cold;;;;;;;;;;;;;;TAMITRA;;;;;;;;
;;;;A-NOVA;ANYCLA;;;;Viva Asa;;;;;;;;;;;;;;;;;;;;;;Allernix;;;;;;;;;;;;;;;;;;;;;;;;;;;Leukase;;;;;;;;;;;;;;;;;;;;;;;Little Colds;;;;;;;;;;;;;;TANDOL;;;;;;;;
;;;;J-VIKAR HCT;AUCLAN DUO;;;;Super Extra Strength Aspirin Backache;;;;;;;;;;;;;;;;;;;;;;Anti-Itch Plus;;;;;;;;;;;;;;;;;;;;;;;;;;;Lido Deltamedica;;;;;;;;;;;;;;;;;;;;;;;4-Way Fast Acting;;;;;;;;;;;;;;A-CET SEMI;;;;;;;;
;;;;NT-STA;AUCLATIN NEO;;;;Uricalm Intensive;;;;;;;;;;;;;;;;;;;;;;Balminil;;;;;;;;;;;;;;;;;;;;;;;;;;;Lidocain Rotexmedica;;;;;;;;;;;;;;;;;;;;;;;Ala-Hist PE;;;;;;;;;;;;;;ANTIPYRA;;;;;;;;
;;;;S-AMLOSYL;AUGMENTAM;;;;Zee-Seltzer Antacid and Pain Reliever;;;;;;;;;;;;;;;;;;;;;;Benadryl Cream;;;;;;;;;;;;;;;;;;;;;;;;;;;Mebucain;;;;;;;;;;;;;;;;;;;;;;;Wal-Tussin CF;;;;;;;;;;;;;;BEARCET SEMI;;;;;;;;
;;;;SEVI-M HCT;BACTAMOXIN;;;;Excedrin PM Triple Action;;;;;;;;;;;;;;;;;;;;;;Benadryl Itch Stopping Gel;;;;;;;;;;;;;;;;;;;;;;;;;;;Meta Attritin;;;;;;;;;;;;;;;;;;;;;;;Vicks Vaposyrup;;;;;;;;;;;;;;CLTRA SEMI;;;;;;;;
;;;;S-LODIPINE;CLAMENTIN;;;;Vazalore;;;;;;;;;;;;;;;;;;;;;;Benadryl Spray;;;;;;;;;;;;;;;;;;;;;;;;;;;Medambun;;;;;;;;;;;;;;;;;;;;;;;Endacon;;;;;;;;;;;;;;ELIFEN;;;;;;;;
;;;;ADOBE;CLAMOCIL DUO;;;;Ass;;;;;;;;;;;;;;;;;;;;;;Bye Bye;;;;;;;;;;;;;;;;;;;;;;;;;;;Medi;;;;;;;;;;;;;;;;;;;;;;;Mucinex Children's Multi-Symptom Cold;;;;;;;;;;;;;;EUROCET;;;;;;;;
;;;;ALONORVA;CLARIN NEO;;;;Ass Aristo;;;;;;;;;;;;;;;;;;;;;;Cathejell;;;;;;;;;;;;;;;;;;;;;;;;;;;Medivarsin;;;;;;;;;;;;;;;;;;;;;;;Mygrex;;;;;;;;;;;;;;HANTRACET;;;;;;;;
;;;;AMBELOTAN;CRAMON DUO;;;;Cloap;;;;;;;;;;;;;;;;;;;;;;Flu Relief;;;;;;;;;;;;;;;;;;;;;;;;;;;Neuro Demoplas;;;;;;;;;;;;;;;;;;;;;;;Delsym Adult Night Time Multi-Symptom;;;;;;;;;;;;;;HUMEDIX TRAMADOL HCL;;;;;;;;
;;;;AMLODIEM;CROANAN NEO;;;;Duoprel;;;;;;;;;;;;;;;;;;;;;;Extra Strength Allergy Formula;;;;;;;;;;;;;;;;;;;;;;;;;;;Neuro Fortamin;;;;;;;;;;;;;;;;;;;;;;;Robitussin Night Time Cough, Cold & Flu;;;;;;;;;;;;;;HUTRADOL;;;;;;;;
;;;;AMLODIZEN;DUONEX;;;;Princard;;;;;;;;;;;;;;;;;;;;;;Ergodryl;;;;;;;;;;;;;;;;;;;;;;;;;;;Neo Lidocaton;;;;;;;;;;;;;;;;;;;;;;;Histex SR Tablet;;;;;;;;;;;;;;TRA-CR;;;;;;;;
;;;;AMLODOWN;EMOX;;;;Duo Plavix;;;;;;;;;;;;;;;;;;;;;;Extra Strength Neocitran Total;;;;;;;;;;;;;;;;;;;;;;;;;;;Novirell;;;;;;;;;;;;;;;;;;;;;;;Alka-Seltzer Plus Flu Reformulated Jan 2011;;;;;;;;;;;;;;TRADOM;;;;;;;;
;;;;AMLOGOOD;GLOCILLIN;;;;Yosprala;;;;;;;;;;;;;;;;;;;;;;Extra Strength Sleep Aid;;;;;;;;;;;;;;;;;;;;;;;;;;;Otodolor;;;;;;;;;;;;;;;;;;;;;;;Alka-Seltzer Plus Night Cold;;;;;;;;;;;;;;TRAMACET SEMI;;;;;;;;
;;;;AMLOMIN;HUNIZ CLADUO;;;;ARS;;;;;;;;;;;;;;;;;;;;;;Dm Cough;;;;;;;;;;;;;;;;;;;;;;;;;;;Penis Marathon;;;;;;;;;;;;;;;;;;;;;;;Pluratuss;;;;;;;;;;;;;;TRAMAROL SEMI;;;;;;;;
;;;;AMOCK;HYCLA DUO;;;;ASPIN;;;;;;;;;;;;;;;;;;;;;;Dm Plus Cough;;;;;;;;;;;;;;;;;;;;;;;;;;;Psychoneuroticum;;;;;;;;;;;;;;;;;;;;;;;Rymed-D;;;;;;;;;;;;;;TROL;;;;;;;;
;;;;AMROVIKAR HCT;ICILLIN;;;;NEWSPIRIN;;;;;;;;;;;;;;;;;;;;;;Dormax;;;;;;;;;;;;;;;;;;;;;;;;;;;Proctis;;;;;;;;;;;;;;;;;;;;;;;Rynex-DM;;;;;;;;;;;;;;ULTPEN;;;;;;;;
;;;;AMVESC;INSICLAN;;;;OKOPIRIN;;;;;;;;;;;;;;;;;;;;;;Dormiphenrime;;;;;;;;;;;;;;;;;;;;;;;;;;;Recto Betnesol;;;;;;;;;;;;;;;;;;;;;;;Tussanil;;;;;;;;;;;;;;ULTRACET SEMI;;;;;;;;
;;;;ATOVADIPINE;LACTAMOX;;;;PLAVEL DUO;;;;;;;;;;;;;;;;;;;;;;Dormirax;;;;;;;;;;;;;;;;;;;;;;;;;;;Rectoparin;;;;;;;;;;;;;;;;;;;;;;;Wal-Four;;;;;;;;;;;;;;ULTRAPIN SEMI;;;;;;;;
;;;;BEROSARTAN;LAMOXILIN;;;;TROMPIRIN;;;;;;;;;;;;;;;;;;;;;;Cough, Cold & Flu;;;;;;;;;;;;;;;;;;;;;;;;;;;Spondylon;;;;;;;;;;;;;;;;;;;;;;;Dimetapp Children's Cold and Allergy Reformulated Jan 2011;;;;;;;;;;;;;;UTOPAIN SEMI;;;;;;;;
;;;;BIRODI;LIUMOX;;;;Ex-Pain;;;;;;;;;;;;;;;;;;;;;;Complete One Cold And Flu Nightime Extra Strength;;;;;;;;;;;;;;;;;;;;;;;;;;;Supramycin;;;;;;;;;;;;;;;;;;;;;;;NyQuil Sinex;;;;;;;;;;;;;;WONTRAN SEMI;;;;;;;;
;;;;CADUO;MARTIN;;;;Caprin;;;;;;;;;;;;;;;;;;;;;;Complete One Cold And Flu Pe Night;;;;;;;;;;;;;;;;;;;;;;;;;;;Trachisan;;;;;;;;;;;;;;;;;;;;;;;Neotuss Plus;;;;;;;;;;;;;;ZIMURADOL;;;;;;;;
;;;;CALOPINE;MOXAMENTIN NEO;;;;Nu-Seals Aspirin;;;;;;;;;;;;;;;;;;;;;;Neocitran Extra Strength Total Cold;;;;;;;;;;;;;;;;;;;;;;;;;;;Uromontavit;;;;;;;;;;;;;;;;;;;;;;;Tussi-Pres PE;;;;;;;;;;;;;;ZIPAN;;;;;;;;
;;;;CARDIREX;MOXICLE DUO;;;;Robaxisal;;;;;;;;;;;;;;;;;;;;;;Night Cough Fastgels;;;;;;;;;;;;;;;;;;;;;;;;;;;Uro Stilloson;;;;;;;;;;;;;;;;;;;;;;;Wal-Phed PE;;;;;;;;;;;;;;TORANZIN;;;;;;;;
;;;;CARENET;NEWBATAXIN;;;;Alka-Seltzer Plus Night Time;;;;;;;;;;;;;;;;;;;;;;Nighttime Symptom Relief Extra Strength Symptoms Of Cold And Cough;;;;;;;;;;;;;;;;;;;;;;;;;;;Ultra Demoplas Pfz;;;;;;;;;;;;;;;;;;;;;;;Prohist LQ;;;;;;;;;;;;;;TRACEPHEN;;;;;;;;
;;;;CITFORGE;NEWCLA;;;;Ascriptin;;;;;;;;;;;;;;;;;;;;;;Nite Time;;;;;;;;;;;;;;;;;;;;;;;;;;;Xylestesin;;;;;;;;;;;;;;;;;;;;;;;Entex LQ;;;;;;;;;;;;;;TRACOM SEMI;;;;;;;;
;;;;CJ TELMIAMLO;OMECLE NEO;;;;Alka-Seltzer Morning Relief;;;;;;;;;;;;;;;;;;;;;;Insomnal;;;;;;;;;;;;;;;;;;;;;;;;;;;Visthesia;;;;;;;;;;;;;;;;;;;;;;;Sanatos Day;;;;;;;;;;;;;;TRAFLEM;;;;;;;;
;;;;CRADIPAIR;POTACIN DUO;;;;Alka-Seltzer Plus Cold;;;;;;;;;;;;;;;;;;;;;;Junior Strength Allergy;;;;;;;;;;;;;;;;;;;;;;;;;;;Lonqtiv;;;;;;;;;;;;;;;;;;;;;;;Endal Cough;;;;;;;;;;;;;;TRAMADOL HCL;;;;;;;;
;;;;DIONOVA;SULTACILLIN;;;;Easprin;;;;;;;;;;;;;;;;;;;;;;Pulmorex Dm;;;;;;;;;;;;;;;;;;;;;;;;;;;Recticare;;;;;;;;;;;;;;;;;;;;;;;Panadol Cold & Flu;;;;;;;;;;;;;;TRAMAPEN;;;;;;;;
;;;;DIROSTA;UROBACTAM;;;;Zorprin;;;;;;;;;;;;;;;;;;;;;;Salonpas Plaster;;;;;;;;;;;;;;;;;;;;;;;;;;;Lidopatch;;;;;;;;;;;;;;;;;;;;;;;Robitussin Peak Cold Nasal;;;;;;;;;;;;;;TRAMIPHEN;;;;;;;;
;;;;DOUBLESTAR;ZAKUTEX NEO;;;;Aspergum;;;;;;;;;;;;;;;;;;;;;;Regular Strength Dormex;;;;;;;;;;;;;;;;;;;;;;;;;;;Lidovir;;;;;;;;;;;;;;;;;;;;;;;Robitussin Peak Cold Nighttime Multi-Symptom Cold;;;;;;;;;;;;;;TRIMAPHEN;;;;;;;;
;;;;DUKFORGE;ACICLA DUO;;;;Ecotrin;;;;;;;;;;;;;;;;;;;;;;Regular Strength Flu Relief Nightime;;;;;;;;;;;;;;;;;;;;;;;;;;;Sonacaine;;;;;;;;;;;;;;;;;;;;;;;Rompe Pecho-SF;;;;;;;;;;;;;;ULCET SEMI;;;;;;;;
;;;;DUOACTIN;AMOCLA NEO;;;;Alka-Seltzer Plus Flu;;;;;;;;;;;;;;;;;;;;;;Pms-Diphenhydramine;;;;;;;;;;;;;;;;;;;;;;;;;;;Tecnu First Aid;;;;;;;;;;;;;;;;;;;;;;;Mucinex Fast-Max Cold, Flu and Sore Throat;;;;;;;;;;;;;;WELTRA;;;;;;;;
;;;;DUO V;AMOCTASIM NEO;;;;YSP Aspirin;;;;;;;;;;;;;;;;;;;;;;Trialyn;;;;;;;;;;;;;;;;;;;;;;;;;;;Derma Numb;;;;;;;;;;;;;;;;;;;;;;;Wal-Flu Flu and Sore Throat;;;;;;;;;;;;;;X-PAIN ER SEMI;;;;;;;;
;;;;EMVIKAR HCT;AMOLANIC DUO;;;;Zero-Order Release;;;;;;;;;;;;;;;;;;;;;;Sting Eze;;;;;;;;;;;;;;;;;;;;;;;;;;;Healerz for Noses;;;;;;;;;;;;;;;;;;;;;;;Rx-Act Cold Head Congestion;;;;;;;;;;;;;;JENTRACET;;;;;;;;
;;;;ESBAPIN;AMOMETIN;;;;Endodan Reformulated May 2009;;;;;;;;;;;;;;;;;;;;;;Sleep Eze D;;;;;;;;;;;;;;;;;;;;;;;;;;;Medi-Derm with Lidocaine;;;;;;;;;;;;;;;;;;;;;;;Rx-Act Nasal Decongestant PE;;;;;;;;;;;;;;MADOPHEN;;;;;;;;
;;;;ESCA HCT;AMOXA-DUO;;;;Percodan Reformulated May 2009;;;;;;;;;;;;;;;;;;;;;;Sleep-Eze Eze;;;;;;;;;;;;;;;;;;;;;;;;;;;LIDOCAGLE;;;;;;;;;;;;;;;;;;;;;;;Tussi Pres B Reformulated Aug 2011;;;;;;;;;;;;;;MUPAIN SEMI;;;;;;;;
;;;;EUROVATIN;AMOXAPEN;;;;Genace brand of acetaminophen/aspirin/caffeine;;;;;;;;;;;;;;;;;;;;;;Sleepaid Extra Strength;;;;;;;;;;;;;;;;;;;;;;;;;;;LIDOCAINEEPINEPHRINE YUHAN;;;;;;;;;;;;;;;;;;;;;;;Rx-Act Sinus & Allergy PE;;;;;;;;;;;;;;OLFEN;;;;;;;;
;;;;EXPERA;AMOXCLAN NEO;;;;Alka-Seltzer Plus Night Time Effervescent;;;;;;;;;;;;;;;;;;;;;;ZZZTime;;;;;;;;;;;;;;;;;;;;;;;;;;;SUNGKWANG LIDOCAINE HCL;;;;;;;;;;;;;;;;;;;;;;;Nasopen-CH;;;;;;;;;;;;;;PARAMACET SEMI;;;;;;;;
;;;;EXVALTAN;AUGMEX NEO;;;;Ascriptin Enteric;;;;;;;;;;;;;;;;;;;;;;Mucinex Fast-Max Cold & Flu Nighttime;;;;;;;;;;;;;;;;;;;;;;;;;;;KOREAPHARMA LIDOCAINE HCI;;;;;;;;;;;;;;;;;;;;;;;Dallergy Reformulated Nov 2011;;;;;;;;;;;;;;PENASET SEMI;;;;;;;;
;;;;HIROTEN;AUGUMAC DUO;;;;Aspidrox;;;;;;;;;;;;;;;;;;;;;;Z-Sleep;;;;;;;;;;;;;;;;;;;;;;;;;;;LIDOCAINE HCL EPINEPHRINE HUONS;;;;;;;;;;;;;;;;;;;;;;;Sudafed Blocked Nose & Headache;;;;;;;;;;;;;;PENCLEAR MAX;;;;;;;;
;;;;LEVODIPINE;AUMECRA;;;;Aspir-Low;;;;;;;;;;;;;;;;;;;;;;Pediacare Nighttime Multi-Symptom Cold;;;;;;;;;;;;;;;;;;;;;;;;;;;SAMJIN LIDOCAINE HCL HYDRATE;;;;;;;;;;;;;;;;;;;;;;;Sudafed Blocked Nose;;;;;;;;;;;;;;TAMADOL;;;;;;;;
;;;;LEVOVALSA;CLADUS;;;;Aspir-trin;;;;;;;;;;;;;;;;;;;;;;Aleve PM;;;;;;;;;;;;;;;;;;;;;;;;;;;LIDOCAINE HCL DAIHAN;;;;;;;;;;;;;;;;;;;;;;;Cetegrippal;;;;;;;;;;;;;;TARAMADOL SEMI;;;;;;;;
;;;;LOWVIKAR HCT;CLAMOXIN;;;;Aspircaf;;;;;;;;;;;;;;;;;;;;;;Dalay;;;;;;;;;;;;;;;;;;;;;;;;;;;TAEJOON LIDOCAINE VISCOUS;;;;;;;;;;;;;;;;;;;;;;;Dexafat;;;;;;;;;;;;;;TRAMAPEN SEMI;;;;;;;;
;;;;MACSEVIKAR;CLAOXIN DUO;;;;Axotal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;JEIL LIDOCAINE;;;;;;;;;;;;;;;;;;;;;;;Duraforte;;;;;;;;;;;;;;TRAMIPHEN SEMI;;;;;;;;
;;;;MISARTANT TWIN;CRAMON NEO;;;;CP-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LIDOCAINE HCL HUONS;;;;;;;;;;;;;;;;;;;;;;;Dolo Mobilat;;;;;;;;;;;;;;ULTRAN SEMI;;;;;;;;
;;;;NEOSTAR;CROANAN-DUO;;;;Alka-Seltzer Plus Cold Medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LIDOTOP;;;;;;;;;;;;;;;;;;;;;;;Hydrocort;;;;;;;;;;;;;;UTREN;;;;;;;;
;;;;NEUSTATIN TS;DUOSULTAM;;;;Endodan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NOVOCOL;;;;;;;;;;;;;;;;;;;;;;;Mydrial;;;;;;;;;;;;;;WOOLPOWERSET;;;;;;;;
